age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
25,Other,Standard,6.11,0,Asia,Laptop,13.99,0,Credit Card,1,6.11,Drama
69,Other,Premium,0.74,48,Oceania,Tablet,17.99,1,PayPal,3,0.02,Documentary
50,Other,Standard,8.77,42,North America,Tablet,13.99,1,PayPal,2,0.2,Action
64,Male,Basic,1.02,16,North America,TV,8.99,1,Gift Card,4,0.06,Sci-Fi
64,Female,Premium,6.71,42,North America,TV,17.99,0,PayPal,5,0.16,Documentary
54,Male,Standard,9.78,56,Africa,Mobile,13.99,0,Debit Card,5,0.17,Documentary
28,Female,Basic,2.97,23,Europe,Tablet,8.99,1,Credit Card,5,0.12,Romance
62,Female,Premium,4.75,0,South America,Mobile,17.99,0,Gift Card,2,4.75,Comedy
48,Other,Premium,0.71,24,Africa,Mobile,17.99,1,PayPal,2,0.03,Sci-Fi
29,Female,Premium,54.65,49,Africa,Tablet,17.99,0,Debit Card,5,1.09,Comedy
53,Female,Standard,1.49,14,North America,Desktop,13.99,1,Gift Card,2,0.1,Action
42,Other,Standard,1.11,14,Oceania,Mobile,13.99,1,Gift Card,2,0.07,Drama
19,Other,Premium,7.32,39,North America,TV,17.99,0,Credit Card,4,0.18,Documentary
26,Male,Standard,1.71,52,Africa,Mobile,13.99,1,Credit Card,2,0.03,Drama
61,Female,Standard,6.53,14,Asia,TV,13.99,0,Credit Card,3,0.44,Sci-Fi
19,Male,Standard,15.85,43,Oceania,Desktop,13.99,1,Gift Card,2,0.36,Comedy
46,Female,Standard,7.59,3,Oceania,Laptop,13.99,0,Crypto,3,1.9,Comedy
63,Female,Standard,16.91,20,North America,Desktop,13.99,0,Gift Card,1,0.81,Horror
56,Female,Premium,24.68,9,Europe,Mobile,17.99,0,Credit Card,1,2.47,Drama
18,Other,Standard,1.62,20,Asia,Mobile,13.99,1,Crypto,1,0.08,Documentary
59,Female,Premium,16.39,40,Asia,Laptop,17.99,0,Debit Card,5,0.4,Horror
39,Female,Basic,1.28,45,Africa,TV,8.99,1,Gift Card,5,0.03,Horror
33,Female,Premium,25.15,0,North America,TV,17.99,0,Crypto,1,25.15,Comedy
19,Female,Basic,8.01,47,Europe,Tablet,8.99,1,Debit Card,2,0.17,Sci-Fi
27,Female,Standard,4.07,42,North America,Desktop,13.99,1,Crypto,5,0.09,Drama
70,Male,Basic,15.81,44,Africa,Tablet,8.99,1,Crypto,1,0.35,Documentary
64,Male,Standard,30.64,50,South America,Laptop,13.99,0,PayPal,3,0.6,Comedy
66,Other,Basic,8.03,7,Africa,Mobile,8.99,0,Crypto,4,1.0,Horror
63,Other,Premium,15.63,22,South America,Desktop,17.99,0,Crypto,2,0.68,Documentary
48,Female,Basic,0.23,37,Europe,Mobile,8.99,1,Credit Card,2,0.01,Action
57,Male,Basic,12.33,4,South America,Desktop,8.99,0,Crypto,2,2.47,Drama
25,Female,Premium,4.43,11,Asia,TV,17.99,0,Credit Card,5,0.37,Romance
25,Male,Basic,2.39,8,Europe,Laptop,8.99,1,Credit Card,1,0.27,Horror
55,Female,Premium,16.83,16,Africa,Mobile,17.99,0,PayPal,4,0.99,Documentary
65,Male,Premium,20.18,4,Oceania,Mobile,17.99,0,Crypto,4,4.04,Drama
47,Male,Premium,3.88,53,North America,Mobile,17.99,1,Crypto,5,0.07,Documentary
43,Male,Standard,8.99,53,North America,Laptop,13.99,1,Crypto,1,0.17,Action
34,Other,Standard,12.65,2,South America,Laptop,13.99,0,Debit Card,4,4.22,Documentary
24,Female,Basic,25.78,8,Europe,Laptop,8.99,0,Credit Card,3,2.86,Horror
50,Female,Standard,0.27,31,South America,Tablet,13.99,1,Crypto,1,0.01,Romance
28,Male,Basic,29.12,31,Africa,Tablet,8.99,0,PayPal,4,0.91,Documentary
56,Female,Premium,2.98,39,Europe,Laptop,17.99,1,PayPal,3,0.07,Comedy
42,Male,Standard,1.65,41,Africa,Mobile,13.99,1,PayPal,3,0.04,Action
46,Other,Premium,5.98,31,Asia,Laptop,17.99,1,PayPal,1,0.19,Comedy
62,Male,Premium,29.21,1,South America,Mobile,17.99,0,Gift Card,1,14.61,Documentary
20,Other,Premium,11.58,44,Africa,Laptop,17.99,1,Crypto,4,0.26,Drama
24,Other,Standard,40.81,40,Europe,Laptop,13.99,0,Debit Card,4,1.0,Action
62,Other,Standard,5.63,26,Asia,TV,13.99,0,Credit Card,3,0.21,Romance
26,Female,Standard,1.84,15,Asia,Mobile,13.99,1,Gift Card,5,0.12,Action
58,Male,Standard,2.11,5,North America,TV,13.99,1,Credit Card,1,0.35,Action
62,Other,Basic,1.16,2,South America,TV,8.99,1,PayPal,2,0.39,Horror
70,Female,Premium,11.06,38,Oceania,Laptop,17.99,1,Gift Card,1,0.28,Drama
25,Female,Basic,23.19,59,North America,Desktop,8.99,0,Debit Card,5,0.39,Sci-Fi
36,Female,Premium,22.1,40,South America,TV,17.99,0,Crypto,4,0.54,Documentary
37,Female,Basic,6.47,21,North America,Mobile,8.99,1,Gift Card,3,0.29,Action
52,Female,Premium,6.28,44,North America,Desktop,17.99,1,Crypto,1,0.14,Romance
38,Female,Basic,3.49,54,Asia,Tablet,8.99,1,PayPal,5,0.06,Horror
36,Female,Basic,0.99,24,Africa,Laptop,8.99,1,Debit Card,3,0.04,Comedy
47,Male,Premium,1.57,39,Oceania,Desktop,17.99,1,Credit Card,5,0.04,Horror
29,Male,Premium,12.32,49,Asia,Mobile,17.99,0,PayPal,5,0.25,Horror
27,Other,Premium,0.69,39,South America,Laptop,17.99,1,Debit Card,5,0.02,Sci-Fi
70,Other,Premium,7.15,27,Asia,Desktop,17.99,0,Credit Card,3,0.26,Sci-Fi
55,Other,Standard,2.59,54,Europe,Desktop,13.99,1,Gift Card,3,0.05,Sci-Fi
33,Other,Premium,25.28,32,Asia,Laptop,17.99,0,Debit Card,3,0.77,Sci-Fi
22,Other,Premium,13.68,48,North America,TV,17.99,1,PayPal,3,0.28,Comedy
44,Other,Premium,18.75,44,Asia,Desktop,17.99,0,PayPal,5,0.42,Action
20,Other,Premium,9.24,33,North America,TV,17.99,1,Gift Card,5,0.27,Drama
69,Male,Premium,0.52,42,South America,Desktop,17.99,1,Gift Card,3,0.01,Action
23,Male,Standard,4.46,24,Africa,Mobile,13.99,1,Gift Card,3,0.18,Documentary
24,Female,Premium,9.94,34,North America,Laptop,17.99,1,Credit Card,2,0.28,Drama
36,Other,Standard,25.82,3,Africa,Mobile,13.99,0,PayPal,1,6.46,Comedy
29,Female,Premium,1.22,25,Asia,Laptop,17.99,0,PayPal,5,0.05,Comedy
34,Other,Standard,6.49,6,South America,Mobile,13.99,0,Credit Card,1,0.93,Comedy
39,Other,Standard,8.63,8,Oceania,Mobile,13.99,0,Debit Card,4,0.96,Romance
44,Female,Standard,22.85,1,South America,Tablet,13.99,0,Credit Card,3,11.43,Comedy
43,Female,Basic,5.59,32,Europe,TV,8.99,1,Debit Card,4,0.17,Documentary
35,Male,Standard,11.93,45,Europe,Desktop,13.99,1,Gift Card,1,0.26,Documentary
26,Male,Premium,3.24,57,Europe,Tablet,17.99,1,PayPal,3,0.06,Sci-Fi
66,Male,Basic,25.03,16,North America,TV,8.99,0,Credit Card,3,1.47,Action
66,Other,Premium,6.11,9,Europe,Tablet,17.99,0,Crypto,4,0.61,Drama
29,Male,Basic,24.18,59,Africa,Laptop,8.99,1,Credit Card,1,0.4,Documentary
20,Male,Standard,7.19,26,North America,TV,13.99,0,PayPal,4,0.27,Action
52,Male,Premium,2.73,45,North America,TV,17.99,1,Crypto,5,0.06,Horror
41,Male,Standard,28.13,42,Oceania,Mobile,13.99,0,Credit Card,2,0.65,Documentary
38,Male,Basic,15.32,56,Europe,Mobile,8.99,1,Crypto,2,0.27,Action
18,Other,Basic,2.75,43,Oceania,Laptop,8.99,1,Gift Card,5,0.06,Romance
28,Female,Standard,4.67,5,Oceania,Mobile,13.99,0,Crypto,2,0.78,Drama
19,Female,Standard,3.36,27,North America,Laptop,13.99,1,Debit Card,1,0.12,Action
56,Male,Basic,5.03,22,Asia,Desktop,8.99,0,Debit Card,4,0.22,Horror
34,Male,Basic,53.98,10,North America,Tablet,8.99,0,Crypto,5,4.91,Documentary
58,Female,Standard,23.39,52,Asia,Tablet,13.99,0,Credit Card,1,0.44,Comedy
63,Female,Premium,7.04,46,Europe,Mobile,17.99,1,Gift Card,4,0.15,Romance
66,Male,Premium,32.06,51,Asia,Desktop,17.99,0,Debit Card,4,0.62,Drama
37,Other,Premium,28.08,25,North America,TV,17.99,0,Credit Card,4,1.08,Horror
21,Male,Basic,23.95,50,North America,Laptop,8.99,1,Debit Card,3,0.47,Sci-Fi
44,Male,Premium,20.32,46,Oceania,Laptop,17.99,0,Debit Card,3,0.43,Horror
66,Other,Standard,0.77,36,Africa,TV,13.99,1,Crypto,4,0.02,Drama
56,Male,Standard,2.95,52,Europe,Tablet,13.99,1,Gift Card,1,0.06,Drama
21,Male,Basic,11.85,34,Oceania,Mobile,8.99,1,Credit Card,4,0.34,Drama
49,Other,Premium,9.61,27,South America,TV,17.99,0,PayPal,3,0.34,Horror
28,Male,Premium,49.34,31,Oceania,TV,17.99,0,Gift Card,1,1.54,Horror
62,Male,Standard,3.02,16,Europe,TV,13.99,1,Debit Card,2,0.18,Drama
67,Female,Premium,2.02,52,Oceania,Mobile,17.99,1,PayPal,2,0.04,Action
47,Female,Standard,9.78,18,Asia,Tablet,13.99,0,Crypto,3,0.51,Comedy
57,Female,Premium,4.39,60,North America,TV,17.99,1,Crypto,3,0.07,Horror
43,Other,Basic,0.59,11,Europe,Mobile,8.99,1,Debit Card,3,0.05,Drama
24,Male,Basic,1.68,1,North America,Laptop,8.99,1,Credit Card,1,0.84,Sci-Fi
34,Female,Premium,1.58,7,Oceania,TV,17.99,1,Gift Card,1,0.2,Comedy
39,Female,Standard,67.05,24,Oceania,Mobile,13.99,0,PayPal,2,2.68,Romance
60,Female,Basic,1.07,3,Oceania,Tablet,8.99,1,Credit Card,3,0.27,Romance
66,Other,Premium,1.85,57,South America,Tablet,17.99,1,Debit Card,3,0.03,Action
29,Male,Premium,16.42,4,Oceania,Tablet,17.99,0,Credit Card,3,3.28,Drama
35,Female,Basic,11.85,57,North America,TV,8.99,1,Gift Card,3,0.2,Documentary
36,Other,Premium,24.09,36,Oceania,Laptop,17.99,0,Credit Card,5,0.65,Drama
46,Other,Basic,14.53,19,South America,Mobile,8.99,0,Crypto,4,0.73,Romance
58,Female,Standard,2.4,11,North America,Mobile,13.99,0,PayPal,5,0.2,Documentary
18,Female,Premium,0.17,16,North America,Desktop,17.99,0,Debit Card,5,0.01,Horror
60,Male,Premium,8.42,59,North America,Mobile,17.99,1,Debit Card,2,0.14,Sci-Fi
39,Female,Standard,20.87,59,Europe,TV,13.99,0,Credit Card,1,0.35,Romance
65,Female,Standard,2.75,36,Europe,Laptop,13.99,1,PayPal,2,0.07,Romance
38,Other,Basic,10.25,42,Europe,Desktop,8.99,1,PayPal,2,0.24,Action
20,Male,Basic,1.98,45,North America,Desktop,8.99,1,PayPal,4,0.04,Romance
27,Female,Basic,7.37,15,North America,TV,8.99,0,PayPal,2,0.46,Documentary
58,Female,Premium,13.35,18,South America,TV,17.99,0,Credit Card,5,0.7,Sci-Fi
39,Male,Standard,1.97,53,Asia,Mobile,13.99,1,Debit Card,2,0.04,Drama
26,Other,Basic,12.57,30,Asia,Mobile,8.99,1,Gift Card,3,0.41,Action
25,Other,Premium,12.4,57,Asia,Mobile,17.99,1,Gift Card,5,0.21,Action
56,Female,Standard,23.82,55,South America,Laptop,13.99,0,Debit Card,5,0.43,Documentary
49,Female,Premium,2.74,46,Asia,TV,17.99,1,Credit Card,5,0.06,Horror
70,Other,Premium,13.11,59,Africa,Laptop,17.99,1,Gift Card,2,0.22,Drama
21,Male,Standard,12.25,13,Europe,TV,13.99,0,Credit Card,1,0.88,Action
26,Other,Basic,12.29,31,Asia,Tablet,8.99,1,Gift Card,3,0.38,Action
33,Female,Standard,27.72,42,Europe,Mobile,13.99,0,Debit Card,4,0.64,Action
29,Other,Basic,13.77,24,Africa,Mobile,8.99,0,Debit Card,4,0.55,Drama
70,Other,Basic,4.88,9,Europe,TV,8.99,1,PayPal,1,0.49,Drama
48,Female,Standard,10.98,44,Asia,Tablet,13.99,1,Crypto,1,0.24,Drama
20,Male,Basic,17.03,47,Europe,Mobile,8.99,1,Credit Card,2,0.35,Documentary
40,Female,Basic,33.55,5,Africa,Mobile,8.99,0,PayPal,1,5.59,Horror
53,Female,Basic,4.01,49,North America,Desktop,8.99,1,Crypto,2,0.08,Action
56,Male,Premium,8.2,19,Europe,TV,17.99,0,PayPal,2,0.41,Comedy
43,Other,Premium,4.17,46,South America,Mobile,17.99,1,Credit Card,1,0.09,Comedy
36,Other,Basic,14.63,52,South America,Desktop,8.99,1,Crypto,1,0.28,Horror
54,Male,Standard,19.26,10,Africa,Mobile,13.99,0,Debit Card,5,1.75,Comedy
64,Other,Basic,4.8,46,Oceania,Laptop,8.99,1,Credit Card,1,0.1,Romance
28,Female,Basic,12.82,47,North America,Tablet,8.99,1,Credit Card,1,0.27,Action
52,Male,Premium,8.34,21,Africa,TV,17.99,0,PayPal,2,0.38,Sci-Fi
50,Male,Standard,4.17,44,Oceania,Tablet,13.99,1,Gift Card,1,0.09,Documentary
61,Other,Standard,3.49,23,North America,Laptop,13.99,1,Debit Card,1,0.15,Romance
70,Other,Premium,9.13,50,South America,Laptop,17.99,1,Debit Card,3,0.18,Horror
43,Male,Premium,4.17,24,South America,Laptop,17.99,1,Crypto,4,0.17,Romance
62,Male,Premium,0.28,21,Oceania,Tablet,17.99,0,PayPal,5,0.01,Action
26,Female,Standard,3.82,14,South America,TV,13.99,1,Crypto,2,0.25,Drama
63,Male,Premium,32.75,30,South America,Desktop,17.99,0,Credit Card,1,1.06,Horror
38,Male,Premium,1.05,24,Oceania,Laptop,17.99,0,Debit Card,4,0.04,Sci-Fi
50,Other,Basic,29.04,48,South America,TV,8.99,0,Credit Card,4,0.59,Romance
49,Male,Standard,4.67,48,North America,Laptop,13.99,1,Debit Card,5,0.1,Horror
38,Other,Basic,16.27,24,Africa,Desktop,8.99,0,Gift Card,2,0.65,Romance
23,Male,Basic,4.64,55,Europe,TV,8.99,1,Credit Card,1,0.08,Documentary
46,Male,Premium,8.78,13,Asia,Tablet,17.99,0,PayPal,4,0.63,Action
44,Male,Basic,9.0,33,South America,TV,8.99,1,Crypto,1,0.26,Action
36,Female,Standard,9.2,7,Oceania,Desktop,13.99,0,Debit Card,2,1.15,Action
23,Female,Basic,8.26,33,Europe,Desktop,8.99,1,Gift Card,5,0.24,Horror
34,Other,Premium,35.2,14,Europe,Tablet,17.99,0,Crypto,3,2.35,Romance
62,Female,Premium,1.12,43,Asia,TV,17.99,1,Gift Card,4,0.03,Comedy
24,Other,Standard,10.67,28,Asia,Tablet,13.99,0,PayPal,1,0.37,Horror
36,Male,Standard,14.29,4,Africa,Mobile,13.99,0,Credit Card,4,2.86,Sci-Fi
33,Female,Standard,18.33,48,Oceania,Mobile,13.99,1,Debit Card,1,0.37,Comedy
58,Female,Basic,3.57,20,North America,Laptop,8.99,1,Gift Card,2,0.17,Documentary
20,Other,Basic,15.54,24,Asia,Desktop,8.99,0,Debit Card,3,0.62,Sci-Fi
20,Female,Basic,10.28,43,South America,Laptop,8.99,1,PayPal,2,0.23,Action
33,Female,Premium,2.2,40,South America,Desktop,17.99,1,Gift Card,4,0.05,Documentary
30,Other,Basic,0.52,4,Asia,TV,8.99,1,PayPal,2,0.1,Sci-Fi
59,Male,Standard,7.52,0,Europe,TV,13.99,0,PayPal,4,7.52,Action
54,Male,Standard,18.96,18,Oceania,Tablet,13.99,0,Crypto,3,1.0,Documentary
47,Male,Premium,6.33,9,Asia,Laptop,17.99,0,Gift Card,4,0.63,Documentary
59,Other,Basic,20.13,6,Africa,Mobile,8.99,0,Credit Card,1,2.88,Drama
24,Female,Basic,6.73,16,Africa,Mobile,8.99,0,Crypto,4,0.4,Comedy
24,Other,Standard,21.53,57,North America,Tablet,13.99,0,Crypto,3,0.37,Drama
53,Other,Standard,8.85,3,Oceania,Mobile,13.99,0,Gift Card,1,2.21,Sci-Fi
57,Male,Standard,0.15,39,Africa,Tablet,13.99,1,Debit Card,3,0.0,Comedy
66,Female,Basic,0.27,40,Africa,Laptop,8.99,1,Credit Card,1,0.01,Sci-Fi
24,Male,Standard,7.75,29,Europe,Tablet,13.99,0,Debit Card,5,0.26,Horror
28,Other,Premium,6.79,54,Oceania,Tablet,17.99,1,PayPal,1,0.12,Horror
29,Male,Premium,21.53,36,Africa,TV,17.99,0,Credit Card,5,0.58,Sci-Fi
45,Male,Premium,13.88,26,North America,Desktop,17.99,0,Crypto,1,0.51,Documentary
50,Other,Premium,0.32,35,Europe,Desktop,17.99,1,Debit Card,2,0.01,Comedy
23,Female,Standard,2.28,46,Oceania,Tablet,13.99,1,PayPal,1,0.05,Horror
68,Female,Basic,0.27,4,Oceania,Tablet,8.99,1,Crypto,2,0.05,Horror
25,Male,Basic,6.05,60,North America,Mobile,8.99,1,Debit Card,3,0.1,Sci-Fi
68,Other,Premium,1.66,42,North America,Mobile,17.99,1,Gift Card,4,0.04,Documentary
23,Other,Basic,4.01,27,Asia,Tablet,8.99,1,Crypto,2,0.14,Romance
27,Female,Premium,6.01,5,Europe,Mobile,17.99,0,Gift Card,1,1.0,Horror
62,Other,Basic,15.54,51,Asia,Mobile,8.99,1,PayPal,4,0.3,Sci-Fi
28,Male,Premium,5.32,25,Africa,Laptop,17.99,0,Debit Card,4,0.2,Horror
45,Other,Standard,7.03,2,Africa,Laptop,13.99,0,PayPal,2,2.34,Drama
22,Female,Basic,5.42,0,Africa,Desktop,8.99,0,PayPal,1,5.42,Action
66,Other,Basic,5.33,36,Africa,Mobile,8.99,1,Credit Card,2,0.14,Romance
49,Other,Standard,2.86,30,Europe,Tablet,13.99,1,Credit Card,3,0.09,Drama
37,Other,Standard,11.76,17,Oceania,Desktop,13.99,0,Crypto,3,0.65,Comedy
60,Male,Standard,36.16,42,North America,TV,13.99,0,Gift Card,5,0.84,Drama
64,Male,Basic,0.27,49,South America,Mobile,8.99,1,Crypto,4,0.01,Horror
21,Other,Standard,8.08,16,Oceania,Laptop,13.99,0,Crypto,4,0.48,Action
45,Female,Basic,7.13,8,Oceania,Mobile,8.99,0,Credit Card,3,0.79,Horror
47,Female,Standard,4.13,30,South America,Tablet,13.99,1,Gift Card,2,0.13,Horror
60,Female,Premium,12.6,33,Europe,Desktop,17.99,1,Gift Card,2,0.37,Sci-Fi
60,Other,Standard,0.62,48,Africa,TV,13.99,1,Crypto,4,0.01,Documentary
28,Male,Standard,2.6,45,Europe,Laptop,13.99,1,Credit Card,2,0.06,Sci-Fi
25,Female,Standard,3.17,32,Europe,Desktop,13.99,1,Debit Card,5,0.1,Documentary
19,Other,Standard,3.16,43,Oceania,Mobile,13.99,1,Gift Card,1,0.07,Horror
25,Female,Premium,0.64,32,Asia,Laptop,17.99,1,Gift Card,4,0.02,Romance
58,Female,Standard,5.63,4,Africa,TV,13.99,0,Gift Card,5,1.13,Documentary
31,Female,Premium,20.73,60,South America,Tablet,17.99,0,Gift Card,4,0.34,Sci-Fi
54,Female,Standard,6.26,47,South America,Desktop,13.99,1,Credit Card,2,0.13,Drama
65,Female,Standard,34.39,19,Asia,TV,13.99,0,Credit Card,3,1.72,Romance
26,Female,Premium,7.33,30,Oceania,Laptop,17.99,0,Gift Card,1,0.24,Sci-Fi
32,Other,Basic,1.96,49,North America,Laptop,8.99,1,PayPal,4,0.04,Documentary
32,Male,Basic,8.25,59,Africa,TV,8.99,1,PayPal,4,0.14,Action
52,Male,Standard,28.47,15,Europe,Laptop,13.99,0,Credit Card,1,1.78,Drama
67,Male,Basic,1.74,4,Europe,Mobile,8.99,1,Gift Card,2,0.35,Action
37,Male,Basic,21.82,40,Europe,Tablet,8.99,0,Credit Card,2,0.53,Drama
68,Female,Premium,13.41,35,North America,Mobile,17.99,1,Crypto,1,0.37,Action
38,Other,Standard,3.39,35,South America,Desktop,13.99,1,Debit Card,1,0.09,Drama
61,Female,Premium,54.86,27,Africa,Mobile,17.99,0,Gift Card,2,1.96,Documentary
40,Female,Basic,23.97,48,South America,Desktop,8.99,0,Debit Card,5,0.49,Action
56,Male,Basic,3.29,58,Europe,Mobile,8.99,1,Debit Card,1,0.06,Action
68,Other,Basic,2.28,60,North America,Tablet,8.99,1,Debit Card,2,0.04,Documentary
54,Other,Standard,0.37,39,North America,Tablet,13.99,1,Credit Card,4,0.01,Sci-Fi
32,Other,Premium,14.0,44,Europe,Laptop,17.99,1,Debit Card,1,0.31,Sci-Fi
59,Female,Standard,5.26,5,Africa,Laptop,13.99,0,Crypto,1,0.88,Documentary
24,Other,Standard,18.29,52,North America,Tablet,13.99,0,PayPal,4,0.35,Comedy
21,Female,Standard,0.74,16,Asia,Desktop,13.99,0,Credit Card,5,0.04,Romance
66,Other,Standard,29.93,46,Africa,Mobile,13.99,0,Credit Card,5,0.64,Sci-Fi
26,Other,Premium,3.77,52,Africa,TV,17.99,1,Crypto,4,0.07,Comedy
51,Other,Basic,15.14,17,North America,Desktop,8.99,0,Gift Card,4,0.84,Documentary
18,Other,Basic,0.67,11,Asia,Laptop,8.99,1,Gift Card,4,0.06,Documentary
29,Male,Premium,9.22,6,South America,Laptop,17.99,0,Debit Card,4,1.32,Drama
58,Female,Premium,4.41,39,Oceania,Laptop,17.99,1,PayPal,5,0.11,Documentary
54,Male,Standard,3.47,31,Europe,Laptop,13.99,1,Crypto,5,0.11,Sci-Fi
61,Female,Basic,6.52,26,Africa,TV,8.99,0,Credit Card,4,0.24,Horror
24,Other,Premium,18.31,45,North America,Laptop,17.99,1,Debit Card,1,0.4,Sci-Fi
57,Male,Premium,4.08,27,Europe,TV,17.99,1,Credit Card,1,0.15,Horror
41,Female,Premium,0.43,2,Oceania,Mobile,17.99,0,Gift Card,5,0.14,Horror
28,Female,Basic,46.68,10,Asia,Desktop,8.99,0,PayPal,1,4.24,Sci-Fi
64,Other,Basic,3.84,38,Africa,Tablet,8.99,1,Credit Card,1,0.1,Documentary
26,Male,Basic,30.34,42,Asia,Laptop,8.99,0,Credit Card,5,0.71,Horror
30,Female,Standard,8.01,40,Asia,Laptop,13.99,1,Crypto,2,0.2,Romance
18,Female,Basic,20.25,9,South America,Tablet,8.99,0,Gift Card,3,2.02,Romance
20,Other,Standard,18.31,41,Oceania,Laptop,13.99,1,Credit Card,1,0.44,Romance
61,Male,Standard,6.79,16,Asia,Desktop,13.99,0,Gift Card,5,0.4,Comedy
68,Other,Basic,2.48,0,Asia,Tablet,8.99,0,Credit Card,3,2.48,Horror
59,Other,Premium,1.12,13,North America,Tablet,17.99,1,Crypto,2,0.08,Drama
48,Female,Premium,9.65,60,Oceania,Laptop,17.99,1,Gift Card,4,0.16,Drama
40,Other,Premium,1.2,7,Africa,Tablet,17.99,1,PayPal,1,0.15,Action
56,Female,Basic,2.23,26,Africa,Tablet,8.99,1,Credit Card,5,0.08,Documentary
27,Other,Standard,22.68,45,North America,Laptop,13.99,0,Crypto,3,0.49,Sci-Fi
46,Female,Standard,19.63,30,North America,Mobile,13.99,0,Credit Card,1,0.63,Comedy
43,Female,Basic,0.69,39,South America,Laptop,8.99,1,Debit Card,1,0.02,Action
21,Other,Standard,2.51,19,South America,Mobile,13.99,1,Crypto,2,0.13,Drama
23,Other,Basic,5.62,9,Africa,Tablet,8.99,0,Gift Card,4,0.56,Documentary
58,Other,Basic,6.01,12,North America,Desktop,8.99,0,Debit Card,2,0.46,Comedy
65,Other,Premium,2.42,48,Africa,Desktop,17.99,1,Gift Card,2,0.05,Comedy
54,Female,Standard,8.41,55,North America,Mobile,13.99,1,Crypto,4,0.15,Sci-Fi
31,Male,Basic,4.58,26,North America,Desktop,8.99,1,PayPal,2,0.17,Action
20,Female,Premium,9.46,35,North America,Mobile,17.99,1,Crypto,2,0.26,Sci-Fi
54,Female,Premium,11.96,37,Oceania,Desktop,17.99,1,Gift Card,3,0.31,Romance
57,Other,Premium,10.03,21,Africa,Tablet,17.99,0,Credit Card,2,0.46,Horror
40,Other,Standard,14.34,15,North America,Desktop,13.99,0,Debit Card,1,0.9,Sci-Fi
65,Other,Premium,0.47,25,Asia,TV,17.99,1,Debit Card,3,0.02,Drama
21,Male,Premium,1.3,13,Oceania,Tablet,17.99,1,PayPal,2,0.09,Documentary
60,Other,Basic,9.71,46,North America,Tablet,8.99,1,Debit Card,5,0.21,Action
38,Other,Premium,20.79,21,Asia,TV,17.99,0,Credit Card,4,0.94,Horror
57,Other,Standard,31.69,18,Europe,Mobile,13.99,0,PayPal,4,1.67,Sci-Fi
38,Other,Basic,11.42,5,South America,Laptop,8.99,0,Crypto,5,1.9,Romance
43,Female,Premium,17.91,26,Africa,Desktop,17.99,0,Gift Card,1,0.66,Action
62,Female,Premium,5.32,6,Asia,Laptop,17.99,0,Debit Card,5,0.76,Drama
27,Female,Premium,23.17,36,North America,Laptop,17.99,0,Debit Card,3,0.63,Drama
47,Other,Premium,3.99,53,Africa,Mobile,17.99,1,Gift Card,2,0.07,Sci-Fi
49,Male,Basic,3.34,50,Africa,Laptop,8.99,1,Credit Card,5,0.07,Sci-Fi
29,Female,Basic,1.46,54,Europe,TV,8.99,1,Crypto,3,0.03,Sci-Fi
41,Other,Standard,12.78,48,Europe,Desktop,13.99,1,Crypto,5,0.26,Sci-Fi
29,Male,Premium,7.18,23,Europe,Desktop,17.99,0,Debit Card,1,0.3,Horror
55,Female,Premium,12.82,47,South America,Mobile,17.99,1,Gift Card,3,0.27,Horror
70,Female,Basic,12.97,34,South America,Laptop,8.99,1,Gift Card,5,0.37,Action
23,Other,Basic,11.37,16,Africa,TV,8.99,0,Credit Card,3,0.67,Horror
25,Male,Premium,2.42,1,North America,Tablet,17.99,0,Credit Card,5,1.21,Sci-Fi
59,Male,Standard,22.89,38,Africa,TV,13.99,0,PayPal,4,0.59,Action
51,Other,Basic,7.53,39,Africa,Mobile,8.99,1,Credit Card,3,0.19,Drama
46,Female,Standard,13.41,42,Oceania,Tablet,13.99,1,Crypto,1,0.31,Drama
27,Other,Basic,6.89,6,Europe,Tablet,8.99,0,Credit Card,5,0.98,Documentary
70,Female,Basic,20.64,34,Africa,Mobile,8.99,1,Crypto,1,0.59,Sci-Fi
66,Male,Standard,3.11,3,Africa,TV,13.99,0,PayPal,3,0.78,Comedy
68,Male,Basic,5.37,49,Europe,Desktop,8.99,1,Debit Card,3,0.11,Documentary
41,Other,Premium,26.57,58,Europe,Desktop,17.99,0,Crypto,3,0.45,Comedy
41,Male,Basic,4.32,0,South America,Tablet,8.99,1,PayPal,1,4.32,Horror
35,Male,Premium,14.76,26,South America,Desktop,17.99,0,Credit Card,4,0.55,Drama
27,Female,Standard,1.77,41,South America,Mobile,13.99,1,PayPal,2,0.04,Horror
44,Other,Standard,2.14,4,Asia,Desktop,13.99,1,Crypto,2,0.43,Comedy
38,Other,Basic,53.06,55,Africa,Laptop,8.99,0,PayPal,4,0.95,Horror
18,Female,Standard,1.71,49,South America,TV,13.99,1,PayPal,3,0.03,Horror
58,Other,Premium,2.75,8,South America,Laptop,17.99,0,PayPal,4,0.31,Documentary
58,Male,Premium,6.28,4,Europe,Tablet,17.99,0,Debit Card,4,1.26,Drama
70,Male,Basic,1.24,29,Oceania,Laptop,8.99,1,PayPal,1,0.04,Horror
38,Male,Basic,3.86,37,South America,Laptop,8.99,1,PayPal,4,0.1,Romance
58,Other,Basic,14.3,43,South America,TV,8.99,1,Credit Card,2,0.33,Drama
